opName	category	safetyStatus	recipeLines	vbaFunction	requiredParams	optionalParams	createsElements	ownElementOnly	sourceRefs	addedDate	promotedDate	notes
MIRROR_ELEMENT_BARE	keyin_recipe	unsafe-blocked	COMMAND:MIRROR ELEMENT				N	N	live probe arms tool	2026-07-31		Bare tool activation.
SCALE_ELEMENT_BARE	keyin_recipe	unsafe-blocked	COMMAND:SCALE ELEMENT				N	N	live probe arms tool	2026-07-31		Bare tool activation.
MEASURE_DISTANCE_BARE	keyin_recipe	unsafe-blocked	COMMAND:MEASURE DISTANCE				N	N	live probe arms tool	2026-07-31		Bare tool activation.
DIALOG_FONT	keyin_recipe	unsafe-blocked	KEYIN:DIALOG FONT				N	N	live probe; opens UI	2026-07-31		Opens a dialog — useless/harmful for headless agent.
DF_EQ_DIALOG	keyin_recipe	unsafe-blocked	KEYIN:DF=				N	N	Axiom DF= opens font dialog; live probe	2026-07-31		Opens font dialog.
REFERENCE_SNAP_ON	keyin_recipe	unsafe-blocked	KEYIN:REFERENCE SNAP ON				N	N	Bentley CONNECT key-in family	2026-07-31		Next batch — reference snap live batch probe 2026-07-31 (0.084s) | false-OK audit 2026-08-02: ARMED — left CommandName='Reference Snap On' prompt='Select reference' (baseline='Element Selection'). Old keyin_batch probe SendReset masked this; refusing headless execution.
REFERENCE_SNAP_OFF	keyin_recipe	unsafe-blocked	KEYIN:REFERENCE SNAP OFF				N	N	Bentley CONNECT key-in family	2026-07-31		live batch probe 2026-07-31 (0.059s) | false-OK audit 2026-08-02: ARMED — left CommandName='Reference Snap Off' prompt='Select reference' (baseline='Element Selection'). Old keyin_batch probe SendReset masked this; refusing headless execution.
REFERENCE_LOCATE_ON	keyin_recipe	unsafe-blocked	KEYIN:REFERENCE LOCATE ON				N	N	Bentley CONNECT key-in family	2026-07-31		live batch probe 2026-07-31 (0.064s) | false-OK audit 2026-08-02: ARMED — left CommandName='Reference Locate On' prompt='Select reference' (baseline='Element Selection'). Old keyin_batch probe SendReset masked this; refusing headless execution.
REFERENCE_LOCATE_OFF	keyin_recipe	unsafe-blocked	KEYIN:REFERENCE LOCATE OFF				N	N	Bentley CONNECT key-in family	2026-07-31		live batch probe 2026-07-31 (0.064s) | false-OK audit 2026-08-02: ARMED — left CommandName='Reference Locate Off' prompt='Select reference' (baseline='Element Selection'). Old keyin_batch probe SendReset masked this; refusing headless execution.
REFERENCE_CLIP_BACK_OFF	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE CLIP BACK OFF				N	N	Bentley CONNECT key-in family	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.036s)
REFERENCE_CLIP_FRONT_OFF	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE CLIP FRONT OFF				N	N	Bentley CONNECT key-in family	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.015s)
LEVEL_FILTERS_OFF	keyin_recipe	verified-headless-safe	KEYIN:LEVEL FILTERS OFF				N	N	CONNECT level key-ins	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.056s)
LEVEL_FILTERS_ON	keyin_recipe	verified-headless-safe	KEYIN:LEVEL FILTERS ON				N	N	CONNECT level key-ins	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.023s)
SET_ACS_ON	keyin_recipe	unsafe-blocked	KEYIN:SET ACS ON				N	N	CONNECT set family	2026-07-31		live batch probe 2026-07-31 (0.068s) | false-OK audit 2026-08-02: ARMED — left CommandName='ACS Display On' prompt='Select view' (baseline='Element Selection'). Old keyin_batch probe SendReset masked this; refusing headless execution.
SET_ACS_OFF	keyin_recipe	unsafe-blocked	KEYIN:SET ACS OFF				N	N	CONNECT set family	2026-07-31		live batch probe 2026-07-31 (0.079s) | false-OK audit 2026-08-02: ARMED — left CommandName='ACS Display Off' prompt='Select view' (baseline='Element Selection'). Old keyin_batch probe SendReset masked this; refusing headless execution.
SET_AUXILIARYINPUT_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET AUXILIARYINPUT OFF				N	N	CONNECT set family	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.017s)
LOCK_SNAP_KEYPOINT	keyin_recipe	verified-headless-safe	KEYIN:LOCK SNAP KEYPOINT				N	N	CONNECT snap locks	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.023s)
LOCK_SNAP_NEAREST	keyin_recipe	verified-headless-safe	KEYIN:LOCK SNAP NEAREST				N	N	CONNECT snap locks	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.017s)
LOCK_SNAP_ORIGIN	keyin_recipe	verified-headless-safe	KEYIN:LOCK SNAP ORIGIN				N	N	CONNECT snap locks	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.017s)
LOCK_SNAP_CENTER	keyin_recipe	verified-headless-safe	KEYIN:LOCK SNAP CENTER				N	N	CONNECT snap locks	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.017s)
LOCK_SNAP_INTERSECT	keyin_recipe	verified-headless-safe	KEYIN:LOCK SNAP INTERSECT				N	N	CONNECT snap locks	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.016s)
LOCK_SNAP_MIDPOINT	keyin_recipe	verified-headless-safe	KEYIN:LOCK SNAP MIDPOINT				N	N	CONNECT snap locks	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.022s)
VIEW_CAMERA_OFF	keyin_recipe	verified-headless-safe	KEYIN:VIEW CAMERA OFF				N	N	CONNECT view family	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.014s)
VIEW_CAMERA_ON	keyin_recipe	verified-headless-safe	KEYIN:VIEW CAMERA ON				N	N	CONNECT view family	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.016s)
UPDATE_VIEW_ALL	keyin_recipe	unsafe-blocked	KEYIN:UPDATE VIEW ALL				N	N	CONNECT view family	2026-07-31		live batch probe 2026-07-31 (0.072s) | false-OK audit 2026-08-02: ARMED — left CommandName='Update View' prompt='Select view' (baseline='Element Selection'). Old keyin_batch probe SendReset masked this; refusing headless execution.
PLACE_SMARTLINE_BARE	keyin_recipe	unsafe-blocked	COMMAND:PLACE SMARTLINE				N	N	control — expect unsafe-blocked	2026-07-31		batch probe 2026-07-31: kind=tool, not promotable
PLACE_CIRCLE_BARE	keyin_recipe	unsafe-blocked	COMMAND:PLACE CIRCLE CENTER				N	N	control — expect unsafe-blocked	2026-07-31		batch probe 2026-07-31: kind=tool, not promotable
PLACE_BLOCK_BARE	keyin_recipe	unsafe-blocked	COMMAND:PLACE BLOCK				N	N	control — expect unsafe-blocked	2026-07-31		batch probe 2026-07-31: kind=tool, not promotable
MODIFY_ELEMENT_BARE	keyin_recipe	unsafe-blocked	COMMAND:MODIFY ELEMENT				N	N	control — expect unsafe-blocked	2026-07-31		batch probe 2026-07-31: kind=tool, not promotable
DIALOG_LEVELS	keyin_recipe	unsafe-blocked	KEYIN:DIALOG LEVELS				N	N	control — expect unsafe-blocked	2026-07-31		batch probe 2026-07-31: kind=dialog, not promotable
DIALOG_REFERENCES	keyin_recipe	unsafe-blocked	KEYIN:DIALOG REFERENCE				N	N	control — expect unsafe-blocked	2026-07-31		batch probe 2026-07-31: kind=dialog, not promotable
LOCK_SNAP_BISECTOR	keyin_recipe	verified-headless-safe	KEYIN:LOCK SNAP BISECTOR				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.023s)
LOCK_SNAP_INTERSECTION	keyin_recipe	verified-headless-safe	KEYIN:LOCK SNAP INTERSECTION				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.017s)
LOCK_SNAP_TANGENCY	keyin_recipe	verified-headless-safe	KEYIN:LOCK SNAP TANGENCY				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.018s)
LOCK_SNAP_PTTANGENT	keyin_recipe	verified-headless-safe	KEYIN:LOCK SNAP PTTANGENT				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.018s)
LOCK_SNAP_PTPERPENDICULAR	keyin_recipe	verified-headless-safe	KEYIN:LOCK SNAP PTPERPENDICULAR				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.026s)
LOCK_SNAP_PARALLEL	keyin_recipe	verified-headless-safe	KEYIN:LOCK SNAP PARALLEL				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.023s)
LOCK_SNAP_PTTHROUGH	keyin_recipe	verified-headless-safe	KEYIN:LOCK SNAP PTTHROUGH				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.018s)
LOCK_SNAP_POINTON	keyin_recipe	verified-headless-safe	KEYIN:LOCK SNAP POINTON				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.024s)
LOCK_SNAP_MULTISNAP1	keyin_recipe	verified-headless-safe	KEYIN:LOCK SNAP MULTISNAP1				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.026s)
LOCK_SNAP_MULTISNAP2	keyin_recipe	verified-headless-safe	KEYIN:LOCK SNAP MULTISNAP2				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.017s)
LOCK_SNAP_MULTISNAP3	keyin_recipe	verified-headless-safe	KEYIN:LOCK SNAP MULTISNAP3				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.018s)
LOCK_SNAP_INTERSECTION_1	keyin_recipe	verified-headless-safe	KEYIN:LOCK SNAP INTERSECTION 1				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.017s)
LOCK_SNAP_INTERSECTION_2	keyin_recipe	verified-headless-safe	KEYIN:LOCK SNAP INTERSECTION 2				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.023s)
LOCK_ASSOCIATION_OFF	keyin_recipe	verified-headless-safe	KEYIN:LOCK ASSOCIATION OFF				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.018s)
LOCK_ASSOCIATION_ON	keyin_recipe	verified-headless-safe	KEYIN:LOCK ASSOCIATION ON				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.016s)
LOCK_ASSOCIATION_TOGGLE	keyin_recipe	verified-headless-safe	KEYIN:LOCK ASSOCIATION TOGGLE				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.016s)
LOCK_SNAP_ACS_OFF	keyin_recipe	verified-headless-safe	KEYIN:LOCK SNAP ACS OFF				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.02s)
LOCK_SNAP_ACS_ON	keyin_recipe	verified-headless-safe	KEYIN:LOCK SNAP ACS ON				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.015s)
LOCK_SNAP_ACS_TOGGLE	keyin_recipe	verified-headless-safe	KEYIN:LOCK SNAP ACS TOGGLE				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.022s)
LOCK_ACS_OFF	keyin_recipe	verified-headless-safe	KEYIN:LOCK ACS OFF				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.018s)
LOCK_ACS_ON	keyin_recipe	verified-headless-safe	KEYIN:LOCK ACS ON				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.019s)
LOCK_ACS_TOGGLE	keyin_recipe	verified-headless-safe	KEYIN:LOCK ACS TOGGLE				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.018s)
LOCK_ACSPLANE_SNAP_ON	keyin_recipe	verified-headless-safe	KEYIN:LOCK ACSPLANE SNAP ON				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.021s)
LOCK_ACSPLANE_SNAP_TOGGLE	keyin_recipe	verified-headless-safe	KEYIN:LOCK ACSPLANE SNAP TOGGLE				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.033s)
LOCK_DEPTH_ON	keyin_recipe	verified-headless-safe	KEYIN:LOCK DEPTH ON				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.017s)
LOCK_DEPTH_TOGGLE	keyin_recipe	verified-headless-safe	KEYIN:LOCK DEPTH TOGGLE				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.016s)
LOCK_BORESITE_ON	keyin_recipe	verified-headless-safe	KEYIN:LOCK BORESITE ON				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.023s)
LOCK_BORESITE_TOGGLE	keyin_recipe	verified-headless-safe	KEYIN:LOCK BORESITE TOGGLE				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.015s)
LOCK_ISOMETRIC_OFF	keyin_recipe	verified-headless-safe	KEYIN:LOCK ISOMETRIC OFF				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.016s)
LOCK_ISOMETRIC_ON	keyin_recipe	verified-headless-safe	KEYIN:LOCK ISOMETRIC ON				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.151s)
LOCK_ISOMETRIC_TOGGLE	keyin_recipe	verified-headless-safe	KEYIN:LOCK ISOMETRIC TOGGLE				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.16s)
LOCK_ISOPLANE_ON	keyin_recipe	verified-headless-safe	KEYIN:LOCK ISOPLANE ON				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.027s)
LOCK_ISOPLANE_TOGGLE	keyin_recipe	verified-headless-safe	KEYIN:LOCK ISOPLANE TOGGLE				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.018s)
LOCK_ANGLE_OFF	keyin_recipe	verified-headless-safe	KEYIN:LOCK ANGLE OFF				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.018s)
LOCK_ANGLE_ON	keyin_recipe	verified-headless-safe	KEYIN:LOCK ANGLE ON				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.018s)
LOCK_ANGLE_TOGGLE	keyin_recipe	verified-headless-safe	KEYIN:LOCK ANGLE TOGGLE				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.017s)
LOCK_SCALE_OFF	keyin_recipe	verified-headless-safe	KEYIN:LOCK SCALE OFF				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.017s)
LOCK_SCALE_ON	keyin_recipe	verified-headless-safe	KEYIN:LOCK SCALE ON				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.017s)
LOCK_SCALE_TOGGLE	keyin_recipe	verified-headless-safe	KEYIN:LOCK SCALE TOGGLE				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.018s)
LOCK_TEXTNODE_OFF	keyin_recipe	verified-headless-safe	KEYIN:LOCK TEXTNODE OFF				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.022s)
LOCK_TEXTNODE_ON	keyin_recipe	verified-headless-safe	KEYIN:LOCK TEXTNODE ON				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.019s)
LOCK_USEANNOTATIONSCALE_OFF	keyin_recipe	verified-headless-safe	KEYIN:LOCK USEANNOTATIONSCALE OFF				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.15s)
LOCK_USEANNOTATIONSCALE_ON	keyin_recipe	verified-headless-safe	KEYIN:LOCK USEANNOTATIONSCALE ON				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.137s)
LOCK_GGROUP_OFF	keyin_recipe	verified-headless-safe	KEYIN:LOCK GGROUP OFF				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.017s)
LOCK_GGROUP_ON	keyin_recipe	verified-headless-safe	KEYIN:LOCK GGROUP ON				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.017s)
LOCK_FENCE_INSIDE	keyin_recipe	verified-headless-safe	KEYIN:LOCK FENCE INSIDE				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.017s)
LOCK_FENCE_OUTSIDE	keyin_recipe	verified-headless-safe	KEYIN:LOCK FENCE OUTSIDE				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.015s)
LOCK_GRID_TOGGLE	keyin_recipe	verified-headless-safe	KEYIN:LOCK GRID TOGGLE				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.136s)
LOCK_AXIS_TOGGLE	keyin_recipe	verified-headless-safe	KEYIN:LOCK AXIS TOGGLE				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.028s)
LOCK_UNIT_TOGGLE	keyin_recipe	verified-headless-safe	KEYIN:LOCK UNIT TOGGLE				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.15s)
LOCK_LEVEL_TOGGLE	keyin_recipe	verified-headless-safe	KEYIN:LOCK LEVEL TOGGLE				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.017s)
LOCK_SNAP_TOGGLE	keyin_recipe	verified-headless-safe	KEYIN:LOCK SNAP TOGGLE				N	N	CONNECT LOCK family harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.014s)
DIALOG_LOCKS	keyin_recipe	unsafe-blocked	KEYIN:DIALOG LOCKS				N	N	CONNECT LOCK family harvest	2026-07-31		Negative control batch probe 2026-07-31: kind=dialog, not promotable
DIALOG_SNAPS	keyin_recipe	unsafe-blocked	KEYIN:DIALOG SNAPS				N	N	CONNECT LOCK family harvest	2026-07-31		Negative control batch probe 2026-07-31: kind=dialog, not promotable
CHANGE_LOCK_BARE	keyin_recipe	unsafe-blocked	COMMAND:CHANGE LOCK				N	N	CONNECT LOCK family harvest	2026-07-31		Negative control batch probe 2026-07-31: kind=tool, not promotable
VIEW_LEFT_ISOMETRIC	keyin_recipe	verified-headless-safe	KEYIN:VIEW LEFT ISOMETRIC				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.04s)
VIEW_SW_ISOMETRIC	keyin_recipe	verified-headless-safe	KEYIN:VIEW SW ISOMETRIC				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.016s)
VIEW_NORTH	keyin_recipe	verified-headless-safe	KEYIN:VIEW NORTH				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.025s)
VIEW_BORDER_OFF	keyin_recipe	verified-headless-safe	KEYIN:VIEW BORDER OFF				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.02s)
VIEW_BORDER_ON	keyin_recipe	verified-headless-safe	KEYIN:VIEW BORDER ON				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.016s)
VIEW_GRID_OFF	keyin_recipe	verified-headless-safe	KEYIN:VIEW GRID OFF				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.015s)
VIEW_GRID_ON	keyin_recipe	verified-headless-safe	KEYIN:VIEW GRID ON				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.015s)
VIEW_DEPTH_OFF	keyin_recipe	verified-headless-safe	KEYIN:VIEW DEPTH OFF				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.022s)
VIEW_DEPTH_ON	keyin_recipe	verified-headless-safe	KEYIN:VIEW DEPTH ON				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.017s)
VIEW_ACS_TRIAD_OFF	keyin_recipe	verified-headless-safe	KEYIN:VIEW ACS TRIAD OFF				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.018s)
VIEW_ACS_TRIAD_ON	keyin_recipe	verified-headless-safe	KEYIN:VIEW ACS TRIAD ON				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.016s)
VIEW_FULLSCREEN_OFF	keyin_recipe	verified-headless-safe	KEYIN:VIEW FULLSCREEN OFF				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.015s)
FIT_SELECTION	keyin_recipe	verified-headless-safe	KEYIN:FIT SELECTION				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-08-02	live batch probe 2026-07-31 (0.02s) | false-OK audit 2026-08-02: CLEAN — CommandName stayed at baseline after SendKeyin (no tool left armed). Restored to verified-headless-safe.
FIT_FENCE	keyin_recipe	verified-headless-safe	KEYIN:FIT FENCE				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-08-02	live batch probe 2026-07-31 (0.015s) | false-OK audit 2026-08-02: CLEAN — CommandName stayed at baseline after SendKeyin (no tool left armed). Restored to verified-headless-safe.
FIT_ELEMENT	keyin_recipe	verified-headless-safe	KEYIN:FIT ELEMENT				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-08-02	live batch probe 2026-07-31 (0.015s) | false-OK audit 2026-08-02: CLEAN — CommandName stayed at baseline after SendKeyin (no tool left armed). Restored to verified-headless-safe.
FIT_REFERENCE	keyin_recipe	unsafe-blocked	KEYIN:FIT REFERENCE				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31		live batch probe 2026-07-31 (0.069s) | false-OK audit 2026-08-02: ARMED — left CommandName='Fit Reference' prompt='Select view' (baseline='Element Selection'). Old keyin_batch probe SendReset masked this; refusing headless execution.
FIT_SHEET	keyin_recipe	verified-headless-safe	KEYIN:FIT SHEET				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.017s)
UPDATE_SELECTION	keyin_recipe	verified-headless-safe	KEYIN:UPDATE SELECTION				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.023s)
UPDATE_FENCE	keyin_recipe	verified-headless-safe	KEYIN:UPDATE FENCE				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.022s)
UPDATE_FAST	keyin_recipe	verified-headless-safe	KEYIN:UPDATE FAST				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-07-31	live batch probe 2026-07-31 (0.027s)
UPDATE_VIEW	keyin_recipe	unsafe-blocked	KEYIN:UPDATE VIEW				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31		live batch probe 2026-07-31 (0.067s) | false-OK audit 2026-08-02: ARMED — left CommandName='Update View' prompt='Select view' (baseline='Element Selection'). Old keyin_batch probe SendReset masked this; refusing headless execution.
ZOOM_DOUBLE	keyin_recipe	verified-headless-safe	KEYIN:ZOOM DOUBLE				N	N	CONNECT VIEW/SET/LEVEL harvest	2026-07-31	2026-08-02	false-OK audit 2026-08-02: CLEAN — CommandName stayed at baseline after SendKeyin (no tool left armed). Restored to verified-headless-safe.
